•¶Žš—ñ,Œ‹‰Ê,beatles‚ÌŠm—¦,rolling stones‚ÌŠm—¦
fgffgfgfgg,beatles,0.0004093118282389783,0.0001541786446055424
fgffgfggff,rolling stones,9.937647068749842e-05,0.0006321460197132289
fgffgfggfg,beatles,0.0003930676357476476,0.00015856137308958713
fgffgfgggf,beatles,0.0003903183343600383,0.00016338935452078076
fgffgfgggg,beatles,0.0015593516525124079,4.150556036689919e-05
fgffggffff,rolling stones,3.195294072567961e-05,0.00271329015299113
fgffggfffg,rolling stones,0.00010636798604154447,0.0006789636856233983
fgffggffgf,rolling stones,9.304433614156769e-05,0.0006826757411586051
fgffggffgg,beatles,0.0003664247157505767,0.00017131364785029127
fgffggfgff,rolling stones,8.654075119640403e-05,0.0006962906769960962
fgffggfgfg,beatles,0.00033999191697880614,0.00017456543169945606
fgffggfggf,beatles,0.0003361730017586088,0.00017860563059957766
fgffggfggg,beatles,0.0013424970184287134,4.523346125168641e-05
fgffgggfff,rolling stones,8.519425989407318e-05,0.0007693615006414851
fgffgggffg,beatles,0.0003301332152789349,0.00019279526837637123
fgffgggfgf,beatles,0.0003235661002499714,0.00019592408759316483
fgffgggfgg,beatles,0.0012910605978256322,4.947453836267519e-05
fgffggggff,beatles,0.00032090926551682334,0.00021370763465564164
fgffggggfg,beatles,0.0012782518081974352,5.38190280781824e-05
fgffgggggf,beatles,0.001274935571757353,5.8036722635980804e-05
fgffgggggg,beatles,0.005096507772069082,1.5045463767859203e-05
fgfgffffff,rolling stones,4.105302662245245e-05,0.012273651619284487
fgfgfffffg,rolling stones,9.854994898480366e-05,0.0030693928557204496
fgfgffffgf,rolling stones,5.7631387480036403e-05,0.0030748284560034827
fgfgffffgg,rolling stones,0.0002135004902271797,0.0007696752158782464
fgfgfffgff,rolling stones,3.734211216549202e-05,0.003091729913431144
fgfgfffgfg,rolling stones,0.0001319592794546381,0.0007736653889872897
fgfgfffggf,rolling stones,0.00012110122504535928,0.0007791914175790086
fgfgfffggg,beatles,0.000479181581652139,0.00019562835548006408
fgfgffgfff,rolling stones,2.7773555119658798e-05,0.0031490571218697225
fgfgffgffg,rolling stones,9.231752075101324e-05,0.0007879391224894465
fgfgffgfgf,rolling stones,8.063989291772049e-05,0.0007920565219888131
fgfgffgfgg,beatles,0.0003175104929745559,0.00019870805103544323
fgfgffggff,rolling stones,7.513403737121679e-05,0.0008098368102128643
fgfgffggfg,beatles,0.00029435079060802515,0.00020299591287244805
fgfgffgggf,beatles,0.0002905043928679839,0.00020782223609640973
fgfgffgggg,beatles,0.0011594075561225255,5.26205695570944e-05
fgfgfgffff,rolling stones,2.4655553397577197e-05,0.0033573992904520713
fgfgfgfffg,rolling stones,7.619619353259078e-05,0.0008400119515708416
fgfgfgffgf,rolling stones,6.226855047536609e-05,0.0008437871552947205
fgfgfgffgg,beatles,0.0002430321848800742,0.00021160835232307207
fgfgfgfgff,rolling stones,5.5455450005402465e-05,0.0008568904081216517
fgfgfgfgfg,beatles,0.00021541183085710386,0.00021472649781319688
fgfgfgfggf,rolling stones,0.00021144598620007472,0.0002187397691556865
fgfgfgfggg,beatles,0.0008435149422841128,5.5271528648601606e-05
fgfgfggfff,rolling stones,5.330711486691163e-05,0.0009190443476352004
fgfgfggffg,rolling stones,0.0002038777684589926,0.00023022573451315207
fgfgfggfgf,rolling stones,0.00019812290488999742,0.00023329349932431367
fgfgfggfgg,beatles,0.0007896495303328719,5.881813125335039e-05
fgfgfgggff,rolling stones,0.00019570842159284885,0.00024935590733015045
fgfgfgggfg,beatles,0.0007784491509126733,6.27284972030976e-05
fgfgfggggf,beatles,0.0007757730498319024,6.668691130828802e-05
fgfgfggggg,beatles,0.0031005487778667054,1.7187589406208007e-05
fgfggfffff,rolling stones,3.22090223213724e-05,0.004282142759512475
fgfggffffg,rolling stones,8.862301130108365e-05,0.0010711976141266947
fgfggfffgf,rolling stones,6.362961634936286e-05,0.0010749038853316614
fgfggfffgg,rolling stones,0.00024377240059426946,0.0002693824104701953
fgfggffgff,rolling stones,5.133329369563924e-05,0.0010868903624478724
fgfggffgfg,rolling stones,0.00019413947741865901,0.00027222057913344004
fgfggffggf,rolling stones,0.00018718849361776588,0.0002760478335062018
fgfggffggg,beatles,0.0007449692939159494,6.958154044170243e-05
fgfggfgfff,rolling stones,4.595474989930844e-05,0.0011335489281067014
fgfggfgffg,rolling stones,0.00017083082989078778,0.0002838459280177153
fgfggfgfgf,rolling stones,0.00016281600976612861,0.00028672351483514897
fgfggfgfgg,beatles,0.0006474696362028682,7.215830155653123e-05
fgfggfggff,rolling stones,0.00015921388722594013,0.0003001045093933057
fgfggfggfg,beatles,0.0006317699009201106,7.539771041955844e-05
fgfggfgggf,beatles,0.0006286628774837635,7.889367906631683e-05
fgfggfgggg,beatles,0.0025120452656301954,2.019509927608321e-05
fgfgggffff,rolling stones,4.841232372527804e-05,0.0013813620225623046
fgfgggfffg,rolling stones,0.00017015220775404213,0.00034578973620172815
fgfgggffgf,rolling stones,0.00015563817063007492,0.00034843201018152964
fgfgggffgg,beatles,0.0006158472906532377,8.75627617004544e-05
fgfgggfgff,rolling stones,0.0001486748424031465,0.00035864976729200657
fgfgggfgfg,beatles,0.0005872820749241197,9.001129319516163e-05
fgfgggfggf,beatles,0.000582739317473601,9.295510044211203e-05
fgfgggfggg,beatles,0.002327833769478002,2.3656936702464016e-05
fgfggggfff,rolling stones,0.00014769440670432123,0.0004192774231197697
fgfggggffg,beatles,0.0005775376845970068,0.0001051417899116544
fgfggggfgf,beatles,0.0005694638805516341,0.00010745021475041282
fgfggggfgg,beatles,0.002273463231165426,2.721898728222721e-05
fgfgggggff,beatles,0.0005663340438134345,0.00012154307425228803
fgfgggggfg,beatles,0.0022579953297543524,3.0671515120128015e-05
fgfggggggf,beatles,0.002253570695097231,3.390860108789761e-05
fgfggggggg,beatles,0.009009577646811897,8.879882076262405e-06
fggfffffff,rolling stones,6.0387656184615667e-05,0.021118541173607893
fggffffffg,rolling stones,0.00014187953630724853,0.005280656348786229
fggfffffgf,rolling stones,7.977439259934527e-05,0.005286314139175375
fggfffffgg,rolling stones,0.00029321246805494305,0.0013225868726656517
fggffffgff,rolling stones,4.898963469728086e-05,0.005303826916923034
fggffffgfg,rolling stones,0.00016946319046512144,0.0013267200589714948
fggffffggf,rolling stones,0.0001529299683140186,0.001332462433121741
fggffffggg,beatles,0.0006037080315343282,0.00033397964329835516
fggfffgfff,rolling stones,3.450858435608762e-05,0.005362177669804494
fggfffgffg,rolling stones,0.00010935985945045653,0.0013412476280243717
fggfffgfgf,rolling stones,9.151170236813959e-05,0.001345523902106266
fggfffgfgg,beatles,0.00035838123541738444,0.00033710304324541447
fggfffggff,rolling stones,8.311745417715598e-05,0.001363817913210317
fggfffggfg,rolling stones,0.000322944327740134,0.00034151257310161936
fggfffgggf,rolling stones,0.0003169962624804769,0.00034650310138721293
fggfffgggg,beatles,0.0012639373725860654,8.731523700894724e-05
fggffgffff,rolling stones,2.960180709608602e-05,0.005560398304271004
fggffgfffg,rolling stones,8.450902708515405e-05,0.001390790786204007
fggffgffgf,rolling stones,6.342833890050525e-05,0.0013947171949552132
fggffgffgg,rolling stones,0.00024470810842498297,0.00034936886587960334
fggffgfgff,rolling stones,5.308195897006162e-05,0.0014081557857661443
fggffgfgfg,rolling stones,0.00020282539926729252,0.0003525637606049282
fggffgfggf,rolling stones,0.00019692605018504733,0.0003567135355562497
fggffgfggg,beatles,0.000784481245466371,8.978712958909446e-05
fggffggfff,rolling stones,4.9864019427730836e-05,0.0014696952661744128
fggffggffg,rolling stones,0.00018535595595142135,0.0003679077121285632
fggffggfgf,rolling stones,0.00017663495788041033,0.0003710698265645567
fggffggfgg,beatles,0.000702423280615291,9.328032427576321e-05
fggffgggff,rolling stones,0.0001729557440997417,0.0003872604613863936
fggffgggfg,beatles,0.0006853287419938124,9.721796889431043e-05
fggffggggf,beatles,0.0006813158351252973,0.00010125105080570883
fggffggggg,beatles,0.002721577515307996,2.584184738565121e-05
fggfgfffff,rolling stones,3.2652075721641216e-05,0.006269076461797326
fggfgffffg,rolling stones,8.475140200628682e-05,0.00156796398554834
fggfgfffgf,rolling stones,5.624787164234202e-05,0.0015718398960846342
fggfgfffgg,rolling stones,0.00021274513944093815,0.0003936480153598466
fggfgffgff,rolling stones,4.2220520776138405e-05,0.0015841791294248452
fggfgffgfg,rolling stones,0.00015613316580260768,0.0003965663201382914
fggfgffggf,rolling stones,0.00014821112901329845,0.000400543674023885
fggfgffggg,beatles,0.0005885429188140475,0.00010073018595947527
fggfgfgfff,rolling stones,3.604680897596762e-05,0.0016297651362663936
fggfgfgffg,rolling stones,0.0001294728765569765,0.00040792161699824644
fggfgfgfgf,rolling stones,0.00012038311936710125,0.00041090134326451195
fggfgfgfgg,beatles,0.00047727214740112683,0.000103222831444224
fggfgfggff,rolling stones,0.00011628903257539282,0.00042436218063866886
fggfgfggfg,beatles,0.00045943801496508934,0.00010647677785605122
fggfgfgggf,beatles,0.0004559325011721985,0.00011004597891701762
fggfgfgggg,beatles,0.0018208251823140478,2.799706060784641e-05
fggfggffff,rolling stones,3.7952216637457226e-05,0.0018441240418810372
fggfggfffg,rolling stones,0.00012683059061351098,0.00046150170620881946
fggfggffgf,rolling stones,0.00011139511345472768,0.000464235804168653
fggfggffgg,beatles,0.0004384821014470164,0.00011653293061278726
fggfggfgff,rolling stones,0.00010397816227227929,0.0004743768334711299
fggfggfgfg,beatles,0.00040808445310861895,0.00011895677636029448
fggfggfggf,beatles,0.0004032850275751562,0.00012194729513825284
fggfggfggg,beatles,0.0016098788717215347,3.091639367838721e-05
fggfgggfff,rolling stones,0.00010282398085249408,0.0005300472925705729
fggfgggffg,beatles,0.00039751820979206634,0.00013284662317470723
fggfgggfgf,beatles,0.0003891091868445494,0.0001351688261684736
fggfgggfgg,beatles,0.0015518984336240003,3.41568591266304e-05
fggfggggff,beatles,0.0003858329014218698,0.0001485757088383488
fggfggggfg,beatles,0.0015357652449822048,3.7434209927731205e-05
fggfgggggf,beatles,0.0015311980119633879,4.05914296662528e-05
fggfgggggg,beatles,0.006119968555933934,1.0547411958323197e-05
fgggffffff,rolling stones,4.8762087412162834e-05,0.009276238912847774
fgggfffffg,rolling stones,0.0001187651354652692,0.002319760787818599
fgggffffgf,rolling stones,7.13357566685564e-05,0.0023236536686005262
fgggffffgg,rolling stones,0.0002650215913090597,0.0005816063492109314
fgggfffgff,rolling stones,4.797019824875281e-05,0.0023358129460853763
fgggfffgfg,rolling stones,0.00017077413249632934,0.0005844780531471361
fgggfffggf,rolling stones,0.0001576336732105081,0.0005884432545893376
fgggfffggg,beatles,0.0006234751660930621,0.0001477061183345664
fgggffgfff,rolling stones,3.7448053004422016e-05,0.0023777566059598855
fgggffgffg,rolling stones,0.00012593786868045806,0.0005949226630413313
fgggffgfgf,rolling stones,0.00011115639143087082,0.0005978816383362048
fgggffgfgg,beatles,0.00043790383844398136,0.00014996825700587518
fgggffggff,rolling stones,0.0001044419259759625,0.0006107671324425218
fgggffggfg,beatles,0.00040876576314714396,0.0001530771294311424
fgggffgggf,beatles,0.0004031922355164448,0.0001565595840580607
fgggffgggg,beatles,0.0016083425762762173,3.96186222523392e-05
fgggfgffff,rolling stones,3.520642219839162e-05,0.002539294319490047
fgggfgfffg,rolling stones,0.00011030068621571245,0.000635298348125184
fgggfgffgf,rolling stones,9.14212252068172e-05,0.0006380145691232258
fgggfgffgg,beatles,0.0003570849771423509,0.00015997870464675842
fgggfgfgff,rolling stones,8.23061255651688e-05,0.0006475614821658626
fgggfgfgfg,beatles,0.0003198524533991534,0.00016225254123970563
fgggfgfggf,beatles,0.00031409005016428245,0.00016515566523801599
fgggfgfggg,beatles,0.0012525660158560245,4.171188458496002e-05
fgggfggfff,rolling stones,8.014364479434365e-05,0.0006942312398355456
fgggfggffg,beatles,0.0003056250959200406,0.0001738919183606784
fgggfggfgf,beatles,0.00029648954803031583,0.0001761181142227968
fgggfggfgg,beatles,0.0011811029760794495,4.438677984184322e-05
fgggfgggff,beatles,0.000292840349179636,0.00018800076901171196
fgggfgggfg,beatles,0.001163527966221654,4.7282046050304e-05
fgggfggggf,beatles,0.0011587956562353653,5.018383764111359e-05
fgggfggggg,beatles,0.004630298482642098,1.2921972780646399e-05
fggggfffff,rolling stones,4.52090302961004e-05,0.0033687226957321726
fggggffffg,rolling stones,0.00012782431405547565,0.0008426543373906434
fggggfffgf,rolling stones,9.50098829631564e-05,0.0008453161387335171
fggggfffgg,beatles,0.0003652147736176596,0.0002117995165573633
fggggffgff,rolling stones,7.905235432206801e-05,0.0008540502846260741
fggggffgfg,beatles,0.000300391028262302,0.00021386987405399053
fggggffggf,beatles,0.00029060980739201517,0.00021663522323450888
fggggffggg,beatles,0.0011562621343433233,5.4568896471091225e-05
fggggfgfff,rolling stones,7.262874081628281e-05,0.0008896084147296774
fggggfgffg,beatles,0.0002710820292137492,0.00022273149951544335
fggggfgfgf,beatles,0.00025917494839440856,0.0002248190012637697
fggggfgfgg,beatles,0.0010305982608557883,5.654914750909444e-05
fggggfggff,beatles,0.0002540882161739689,0.0002347734018651649
fggggfggfg,beatles,0.0010075389916813535,5.896203594347523e-05
fggggfgggf,beatles,0.0010022036695011205,6.153014006983682e-05
fggggfgggg,beatles,0.004003720558074033,1.57265374945792e-05
fgggggffff,rolling stones,7.65605101665852e-05,0.0010961769458620418
fgggggfffg,rolling stones,0.00027198443823590293,0.00027436691129610244
fgggggffgf,rolling stones,0.0002509724266923101,0.0002762865722615807
fgggggffgg,beatles,0.00099341428968969,6.939990533713919e-05
fgggggfgff,rolling stones,0.0002410912301948105,0.00028398194145945596
fgggggfgfg,beatles,0.0009524577928284161,7.124800783104e-05
fgggggfggf,beatles,0.0009452378570823149,7.342208346408962e-05
fgggggfggg,beatles,0.0037751866881662734,1.8661369689190393e-05
fggggggfff,rolling stones,0.0002400990260156317,0.0003324794526417409
fggggggffg,beatles,0.0009393796261342726,8.33535171067392e-05
fggggggfgf,beatles,0.0009267182430684455,8.507316839470084e-05
fggggggfgg,beatles,0.003699255704704344,2.1530017217075204e-05
fgggggggff,beatles,0.0009219802802377128,9.605392759695364e-05
fgggggggfg,beatles,0.0036754491939707695,2.4224603536486403e-05
fggggggggf,beatles,0.003668080995313071,2.669830080071681e-05
fggggggggg,beatles,0.014663949366986662,6.978116234547203e-06
gfffffffff,rolling stones,0.00017936027625930852,0.02250001611006485
gffffffffg,rolling stones,0.00041865160230778777,0.005625873683647285
gfffffffgf,rolling stones,0.00023213938893043484,0.005630693470273947
gfffffffgg,rolling stones,0.0008526669472400774,0.0014085325178466307
gffffffgff,rolling stones,0.00013921162344984726,0.005645613014586574
gffffffgfg,rolling stones,0.0004801993723651709,0.0014120543532347395
gffffffggf,rolling stones,0.0004323141921869497,0.0014169497902747651
gffffffggg,beatles,0.0017083732907105247,0.0003549743171694592
gfffffgfff,rolling stones,9.38930644308444e-05,0.0056952402189561855
gfffffgffg,rolling stones,0.0002961653083582916,0.0014244119600533506
gfffffgfgf,rolling stones,0.00024660125017686446,0.001428069035972608
gfffffgfgg,beatles,0.0009660291094447717,0.00035763513833267195
gfffffggff,rolling stones,0.00022248160017666004,0.0014436729671077893
gfffffggfg,beatles,0.0008671519994209902,0.0003613958830845953
gfffffgggf,beatles,0.0008528890429895712,0.0003656593627549697
gfffffgggg,beatles,0.003403818161763107,9.200437084119042e-05
gffffgffff,rolling stones,7.429271397431801e-05,0.005861816591805645
gffffgfffg,rolling stones,0.00021089482366980203,0.0014660520367439874
gffffgffgf,rolling stones,0.00015705466265114688,0.001469444864027853
gffffgffgg,beatles,0.0006062129857886454,0.0003679574913728512
gffffgfgff,rolling stones,0.00013031879481060243,0.001481009368172954
gffffgfgfg,beatles,0.0004987481572881038,0.00037070621069885447
gffffgfggf,beatles,0.00048468361193523287,0.00037428672429998093
gffffgfggg,beatles,0.0019323268880916495,9.409754601963523e-05
gffffggfff,rolling stones,0.00011953396373140927,0.0015333800243580932
gffffggffg,beatles,0.00044949129344543906,0.00038376396863365133
gffffggfgf,beatles,0.00043163199619635395,0.00038649244117442566
gffffggfgg,beatles,0.0017189045961087065,9.706649069117442e-05
gffffgggff,beatles,0.0004235324021890504,0.00040035681069383686
gffffgggfg,beatles,0.0016834260810549761,0.00010043724738641923
gffffggggf,beatles,0.0016767109047494066,0.00010390380323553285
gffffggggg,beatles,0.006701772823073961,2.643175640350721e-05
gfffgfffff,rolling stones,7.21170296514188e-05,0.006421702540023196
gfffgffffg,rolling stones,0.00018564291900665316,0.0016060458019047427
gfffgfffgf,rolling stones,0.00012148193750841407,0.0016095012322048007
gfffgfffgg,beatles,0.0004596897845473464,0.00040298915803648003
gfffgffgff,rolling stones,8.955693152282962e-05,0.0016204491741534217
gfffgffgfg,rolling stones,0.00033162773839624457,0.00040557762384056336
gfffgffggf,rolling stones,0.0003150239532585177,0.0004091174605797377
gfffgffggg,beatles,0.0012526702769502767,0.00010280895359242241
gfffgfgfff,rolling stones,7.433617199027649e-05,0.0016602069990860812
gfffgfgffg,rolling stones,0.00026898808412654,0.0004154807466342403
gfffgfgfgf,rolling stones,0.00025131888563039893,0.0004181322220570626
gfffgfgfgg,beatles,0.0009978430376979736,0.00010497667845468166
gfffgfggff,rolling stones,0.00024283955635093522,0.0004299931684673537
gfffgfggfg,beatles,0.0009626945922940033,0.00010784244952944641
gfffgfgggf,beatles,0.0009572966475415297,0.00011100356915507204
gfffgfgggg,beatles,0.003825909653977445,2.818215979110401e-05
gfffggffff,rolling stones,7.398888568035487e-05,0.0018387074915749897
gfffggfffg,rolling stones,0.00025288643084635736,0.00046009879469547537
gfffggffgf,rolling stones,0.0002260523921294846,0.0004625392576516098
gfffggffgg,beatles,0.0008930078362956522,0.0001160589345992705
gfffggfgff,rolling stones,0.00021284279919456093,0.000471459592088781
gfffggfgfg,beatles,0.0008395735931872418,0.00011818904142315526
gfffggfggf,beatles,0.0008322348572965807,0.00012084156925050885
gfffggfggg,beatles,0.003325181736468472,3.059290282885121e-05
gfffgggfff,rolling stones,0.00020950661902439016,0.0005189928288618498
gfffgggffg,beatles,0.0008185220582176104,0.00013004754198999048
gfffgggfgf,beatles,0.0008064148302813832,0.00013210076847001604
gfffgggfgg,beatles,0.0032201160342935505,3.334953989632e-05
gfffggggff,beatles,0.0008013727625011948,0.00014371020182241283
gfffggggfg,beatles,0.003196280635446792,3.618511371550721e-05
gfffgggggf,beatles,0.003190540431711734,3.894516013711362e-05
gfffgggggg,beatles,0.012756909117283853,1.0087795803750402e-05
gffgffffff,rolling stones,8.887413173062519e-05,0.008255111674338001
gffgfffffg,rolling stones,0.0002142913311782627,0.002064463738989876
gffgffffgf,rolling stones,0.00012618173005135152,0.0020682675948510212
gffgffffgg,rolling stones,0.00046869475881695244,0.0005177444811154434
gffgfffgff,rolling stones,8.233064200336717e-05,0.0020800886823894027
gffgfffgfg,rolling stones,0.0002928274516962509,0.0005205353209713666
gffgfffggf,rolling stones,0.0002700418802140759,0.0005244025829936131
gffgfffggg,beatles,0.001069996043176414,0.00013168201112504331
gffgffgfff,rolling stones,6.1113849166174e-05,0.002120074566826701
gffgffgffg,rolling stones,0.00020627252055358601,0.0005304916823852034
gffgffgfgf,rolling stones,0.00018247125790019734,0.0005333758241790978
gffgffgfgg,beatles,0.0007199346960514712,0.00013383024359434246
gffgffggff,rolling stones,0.00017097553119593364,0.0005458054055308289
gffgffggfg,beatles,0.0006725500377963007,0.00013682745611806724
gffgffgggf,beatles,0.0006654692053569955,0.0001402052003396608
gffgffgggg,beatles,0.0026577565609488445,3.55170008507392e-05
gffgfgffff,rolling stones,5.28548279701724e-05,0.0022637657271632906
gffgfgfffg,rolling stones,0.00016814594316428362,0.0005664070659779587
gffgfgffgf,rolling stones,0.00014119443580856296,0.000569059854671565
gffgfgffgg,beatles,0.0005534900462430696,0.00014273007195781125
gffgfgfgff,rolling stones,0.0001278893269648393,0.0005782395535221763
gffgfgfgfg,beatles,0.0004998374649074589,0.00014491414131865608
gffgfgfggf,beatles,0.000492552248245566,0.00014773092935157762
gffgfgfggg,beatles,0.0019665367884851496,3.734478583920641e-05
gffgfggfff,rolling stones,0.00012290334775850843,0.000621454709619405
gffgfggffg,beatles,0.00047598311963958776,0.00015569045253253122
gffgfggfgf,beatles,0.00046630382382892836,0.0001578428466101248
gffgfggfgg,beatles,0.0018607593173620679,3.980829905643521e-05
gffgfgggff,beatles,0.0004620485840287402,0.00016905544324188155
gffgfgggfg,beatles,0.0018417292019393115,4.2537384053862405e-05
gffgfggggf,beatles,0.0018377424115539633,4.530740590766078e-05
gffgfggggg,beatles,0.007347567345332998,1.1688395057459203e-05
gffggfffff,rolling stones,6.649856043572761e-05,0.0028801091081801736
gffggffffg,rolling stones,0.00018874661704541652,0.0007204964908429312
gffggfffgf,rolling stones,0.0001406124219103997,0.0007231216254816257
gffggfffgg,beatles,0.0005424131270990249,0.0001812456077062144
gffggffgff,rolling stones,0.00011675912013091604,0.0007315826798215169
gffggffgfg,beatles,0.00044651325328277404,0.00018324858792017926
gffggffggf,beatles,0.0004337311785138171,0.00018595606375137284
gffggffggg,beatles,0.0017287497711928257,4.689232536862723e-05
gffggfgfff,rolling stones,0.00010579823466674522,0.0007641506494560257
gffggfgffg,beatles,0.000400408726085143,0.00019136289688637443
gffggfgfgf,beatles,0.0003862722507556197,0.00019339794701824002
gffggfgfgg,beatles,0.001538819449507905,4.8687624487936016e-05
gffggfggff,beatles,0.00037967223494439137,0.00020279875196231684
gffggfggfg,beatles,0.0015108878682705872,5.0962727758643236e-05
gffggfgggf,beatles,0.0015060784848608645,5.342717583400961e-05
gffggfgggg,beatles,0.006020850792779048,1.3689942093414414e-05
gffgggffff,rolling stones,0.00010952598050423482,0.0009329285320741896
gffgggfffg,beatles,0.00039672138532567734,0.0002335510085942274
gffgggffgf,beatles,0.000371029939627246,0.000235421172717261
gffgggffgg,beatles,0.001472920831809794,5.9177714624819274e-05
gffgggfgff,beatles,0.00035852783582527784,0.00024258507723765778
gffgggfgfg,beatles,0.0014220105602701168,6.089347102320645e-05
gffgggfggf,beatles,0.0014145365345198217,6.296845266196482e-05
gffgggfggg,beatles,0.005653709426490534,1.603762785003521e-05
gffggggfff,beatles,0.00035634692462949255,0.000284382386395341
gffggggffg,beatles,0.001403743740185564,7.132406990417923e-05
gffggggfgf,beatles,0.0013904135895812157,7.294785703874565e-05
gffggggfgg,beatles,0.005555026659145,1.848866646691842e-05
gffgggggff,beatles,0.0013850904743828553,8.273796379310082e-05
gffgggggfg,beatles,0.005529103820891682,2.08859557307392e-05
gffggggggf,beatles,0.00552219312222138,2.3147183776460813e-05
gffggggggg,beatles,0.02208189271375893,6.069207221555203e-06
gfgfffffff,rolling stones,0.00013329351100414843,0.01341833903929309
gfgffffffg,rolling stones,0.0003126355262677476,0.003355408410377576
gfgfffffgf,rolling stones,0.0001750116024449004,0.0033599722445048336
gfgfffffgg,rolling stones,0.0006438232319560755,0.0008408065165473284
gfgffffgff,rolling stones,0.00010650075513739607,0.003374094221643214
gfgffffgfg,rolling stones,0.0003690923238100942,0.0008441395376000515
gfgffffggf,rolling stones,0.0003335507441508953,0.000848771964892826
gfgffffggg,beatles,0.0013184117412608429,0.0002128901493804545
gfgfffgfff,rolling stones,7.327606740484284e-05,0.0034210630110353933
gfgfffgffg,rolling stones,0.0002337256635563893,0.0008558337686126084
gfgfffgfgf,rolling stones,0.0001966926872187765,0.0008592862587810308
gfgfffgfgg,beatles,0.0007713805458965402,0.0002154047107534337
gfgfffggff,rolling stones,0.00017877431782203283,0.000874035253892762
gfgfffggfg,beatles,0.0006975958344586496,0.0002189595311363585
gfgfffgggf,beatles,0.0006866578905829282,0.00022298623971558418
gfgfffgggg,beatles,0.0027403813776325425,5.6303108783872074e-05
gfgffgffff,rolling stones,5.936395707092122e-05,0.0035792887365841417
gfgffgfffg,rolling stones,0.00017204131862020683,0.0008953820546156035
gfgffgffgf,rolling stones,0.00013126870170186204,0.0008985606856485381
gfgffgffgg,beatles,0.0005081577555902181,0.00022519860779146247
gfgffgfgff,rolling stones,0.00011109262334965848,0.0009094169269631491
gfgffgfgfg,beatles,0.0004269062112478878,0.00022777924462750733
gfgffgfggf,beatles,0.0004160303262439787,0.00023113601044526084
gfgffgfggg,beatles,0.001658842197487569,5.827670969297925e-05
gfgffggfff,rolling stones,0.00010324882533948764,0.0009588548637630976
gfgffggffg,beatles,0.00039024667386225665,0.00024010570989706245
gfgffggfgf,beatles,0.00037612098363278126,0.00024266303049548803
gfgffggfgg,beatles,0.001498171306264648,6.108091880012803e-05
gfgffgggff,beatles,0.000369827962917073,0.00025570890610324484
gfgffgggfg,beatles,0.0014702822007926107,6.425322358635524e-05
gfgffggggf,beatles,0.0014646772093683178,6.750880630236163e-05
gfgffggggg,beatles,0.005854140812755729,1.73047612532224e-05
gfgfgfffff,rolling stones,5.972660123823641e-05,0.004125747675698945
gfgfgffffg,rolling stones,0.00015792583765397963,0.0010320038707970565
gfgfgfffgf,rolling stones,0.00010747584267153884,0.001035164572959079
gfgfgfffgg,beatles,0.0004088453637479335,0.0002593524245049857
gfgfgffgff,rolling stones,8.248502263157522e-05,0.00104520346640297
gfgfgffgfg,beatles,0.00030835463159696293,0.00026172632867415055
gfgfgffggf,beatles,0.0002949099399227899,0.00026496705691417613
gfgfgffggg,beatles,0.0011730811899110854,6.672627760768003e-05
gfgfgfgfff,rolling stones,7.090635476356442e-05,0.0010819878290281987
gfgfgfgffg,rolling stones,0.0002598910514815715,0.00027088895284802563
gfgfgfgfgf,rolling stones,0.00024516497917003246,0.0002733163980447233
gfgfgfgfgg,beatles,0.0009741284873263237,6.873479690490881e-05
gfgfgfggff,rolling stones,0.00023828274867528405,0.0002842311475648001
gfgfgfggfg,beatles,0.0009450288780877262,7.137264124441601e-05
gfgfgfgggf,beatles,0.0009400310090702597,7.427379846999043e-05
gfgfgfgggg,beatles,0.0037565355514443404,1.8963667193497605e-05
gfgfggffff,rolling stones,7.132111203657403e-05,0.0012512961863574024
gfgfggfffg,rolling stones,0.000248857685315386,0.00031320854379043856
gfgfggffgf,rolling stones,0.00022626821966533883,0.0003154375631895041
gfgfggffgg,beatles,0.0008951002748237331,7.924626161843203e-05
gfgfggfgff,rolling stones,0.0002152912824758504,0.0003236491840619009
gfgfggfgfg,beatles,0.0008504000998267754,8.120812138961921e-05
gfgfggfggf,beatles,0.0008437639307423371,8.363910121538564e-05
gfgfggfggg,beatles,0.0033710083211155057,2.1259612882278403e-05
gfgfgggfff,rolling stones,0.00021285169595910522,0.00036811822756326425
gfgfgggffg,beatles,0.0008335191259527829,9.230272265651202e-05
gfgfgggfgf,beatles,0.0008225404171950903,9.418764308208647e-05
gfgfgggfgg,beatles,0.003284551849185011,2.384372543964161e-05
gfgfggggff,beatles,0.0008181178994242502,0.00010496585940444162
gfgfggggfg,beatles,0.0032632982460689746,2.6477477986662404e-05
gfgfgggggf,beatles,0.003257714641776175,2.902681087513601e-05
gfgfgggggg,beatles,0.013025251452713908,7.5802750696959995e-06
gfggffffff,rolling stones,9.695239075147801e-05,0.006193911310252752
gfggfffffg,rolling stones,0.00023587460424704214,0.0015490592026903558
gfggffffgf,rolling stones,0.00014116871984623327,0.0015522858493828102
gfggffffgg,beatles,0.0005254100126387753,0.0003886460083938306
gfggfffgff,rolling stones,9.417385890866962e-05,0.0015623410324753413
gfggfffgfg,rolling stones,0.0003366236068974045,0.0003910204377367553
gfggfffggf,rolling stones,0.00031163017185631956,0.00039430445192058895
gfggfffggg,beatles,0.0012346742631945797,9.906946188421121e-05
gfggffgfff,rolling stones,7.188731439649885e-05,0.0015967189690295298
